title,creator,description,date,subject-lcsh,subject,relation,contributing institution,publisher digital,digital collection website,source,identifier,publisher,format original,type,format,digitization specifications,rights,rightsstatement,language,date digital,coverage,latitude,longitude,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Area Groups Back Clearwater Dams, Snub Ice Harbor Motion",,Chambers of Commerce for Clearwater River support construction of power and storage dams,1953-10-23,"Curtis, Bert, 1903-1985;",Commerce; Clearwater; Dams;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-044,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/813,813,814.cpd,/dworshak/supp/813/index.pdf,dworshak813
"Construction of Power, Storage Dams on Clearwater River Asked by Nine Chambers of Commerce!",,Chambers of Commerce for Clearwater River support construction of power and storage dams,1953-10-29,"Curtis, Bert, 1903-1985;",Commerce; Clearwater; Dams;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-045,Coeur D'Alene Press,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/815,815,816.cpd,/dworshak/supp/815/index.pdf,dworshak815
Chambers Back Army Engineer Plans for Dams,,Chambers of Commerce for Clearwater River support construction of power and storage dams,1953-10-30,"Curtis, Bert, 1903-1985;",Commerce; Clearwater; Dams;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-046,Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/817,817,818.cpd,/dworshak/supp/817/index.pdf,dworshak817
Engineers Map Snake River Storage Plans,,Main elements of Army Engineers storage proposals for Snake river will be presented to the public,1953-11-11,"Curtis, Bert, 1903-1985;",Army Engineers; Snake river;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-047,Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/819,819,820.cpd,/dworshak/supp/819/index.pdf,dworshak819
Game Dept. Fears Dams on Clearwater,,Clearwater Dams interfere with the spawning runs of salmon and steelhead,1953-11-13,"Curtis, Bert, 1903-1985;",Dams; Clearwater; Salmon; Steelhead;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-048,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/821,821,822.cpd,/dworshak/supp/821/index.pdf,dworshak821
Outdoors Notebook,"Parsons, Jim",Army engineers discuss Clearwater drainage,1953-11-12,"Curtis, Bert, 1903-1985;",Army; Engineers; Clearwater;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-049,Sandpoint News-Bulletin,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/823,823,824.cpd,/dworshak/supp/823/index.pdf,dworshak823
Two Lower Snake Dams Would Permit Lewiston Barge  Travel,,Two Lower Snake Dams Would Permit Lewiston Barge  Travel,1953-10-17,"Curtis, Bert, 1903-1985;",Snake Dam; Lewiston; Barge;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-050,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/825,825,826.cpd,/dworshak/supp/825/index.pdf,dworshak825
Curtis Says Bruce's Eddy Dam Would Not Endanger Elk Herds,,"Bert Curtis, Republican nominee for First Congressional District, project on the Clearwater River would not endanger elk herds",1953-10-07,"Curtis, Bert, 1903-1985;",Bert Curtis; Republican; Elk herds; Clearwater river;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-051,Cambridge,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/827,827,828.cpd,/dworshak/supp/827/index.pdf,dworshak827
Man Denies Elk Threat of New Dam,,Mayor A.B. Curtis of Orofino has denied reports that elk herds would be endangered if the Bruce's Eddy project were built,1953-10-09,"Curtis, Bert, 1903-1985;",Mayor; Elk herds; Clearwater;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-052,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/829,829,830.cpd,/dworshak/supp/829/index.pdf,dworshak829
Proposed Dam Not Damaging,,"A.B. Curtis, said that the proposed Bruce's Eddy project on the Clearwater river would not endanger elk herds",1953-10-07,"Curtis, Bert, 1903-1985;",A.B. Curtis; Republican; Bruce's Eddy; Clearwater river; Elk;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-053,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/831,831,832.cpd,/dworshak/supp/831/index.pdf,dworshak831
Advocate 3 Dams and Reservoirs,,Proposals for three big power dams and storage reservoirs in North Central Idaho were revealed,1953-11-20,"Curtis, Bert, 1903-1985;",Dams; Proposals;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-054,Coeur D'Alene Press,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/833,833,834.cpd,/dworshak/supp/833/index.pdf,dworshak833
27 Speakers Express Approval of Plan for Two Clearwater Dams,,"27 A.F.L. Central Labor Council, approve Army Engineers proposals for 2 Dams on Clearwater River",1953-11-21,"Curtis, Bert, 1903-1985;",Dams; Central Labor Council; Army Engineers; Clearwater River;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-055,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/835,835,836.cpd,/dworshak/supp/835/index.pdf,dworshak835
Outdoors Notebook,"Parsons, Jim",Army engineers discuss Clearwater drainage,1953-11-12,"Curtis, Bert, 1903-1985;",Army Engineers; Clearwater; River;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-056,Coeur D'Alene Press,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/837,837,838.cpd,/dworshak/supp/837/index.pdf,dworshak837
Lewiston CC Backs Clearwater Dams--If Ice Harbor Gets Priority,,Water storage dams on the Clearwater River will be given neighborly support,1953-10-27,"Curtis, Bert, 1903-1985;",Dams; Water storage; Clearwater; River;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-057,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/839,839,840.cpd,/dworshak/supp/839/index.pdf,dworshak839
